Id,tweet,sentiment
21102,THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A * FLOOD WARNING FOR... THE SOUTH FORK OF THE OGDEN RIVER FR {link},2
21103,Isolated storms possible tonight in Southern Nevada: Scattered thunderstorms later tonight may signal the end of... {link},2
21104,Special Weather Statement issued May 15 at 3:03PM EDT expiring May 15 at 6:00PM EDT by NWS Buffalo {link}... {link},2
21105,"RT @mention: RT @mention: Hey, month of May--March called. She wants her crappy weather back.",1
21106,First trip to local outdoor market this year. Good stuff but it's freezing. What happened to spring?  {link},1
21107,The weather isnt looking good so the plan for Memorial Day weekend is 2 stay in town. I got tix 2c @mention at @mention badass!,1
21108,"has had a great first day at the beach: beautiful weather, ocean breeze, a good book & my mom by my side! #motherdaughtertime",3
21109,Beautiful day in Chicago- sunny and crisp.  And people are all excited about Bull's victory and Rahm's swearing-in.,3
21110,"This jus sound like Tornado weather. Continuous sprees of heavy and light rain, loud thunder and bright lightning. #shyit!",1
21111,#WEATHER: 11:47 am : 63.0F. Feels 63F. 29.96% Humidity. 6.9MPH Variable Wind.,2
21112,@mention haha man its the weather... I don't like driving in the rain and kandice said she wasn't even sure again,1
21113,#43 I hate when I had plans for a sunny day && that day ends up bieng rainy ):,1
21114,Sweet! #ThunderStorms I &lt;3 the rain,3
21115,It's hot n sunny as fuck out here. N I left my sunglasses in the car!! Uggh,1
21116,RT @mention: God is showen out with this weather! Love it. Happy Friiiiiiiiiiday!,3
21117,Its so nice outside! But it's bright & hot.,3
21118,"RT @mention: Put-in-Bay, South Bass Island The weather this coming weekend looks promising!",3
21119,Great night for sgl.  Round 2 is done .  Perfect weather in otown,3
21120,Why is it so windy...I dnt even know why I bother doing my hair,1
21121,The weather is shaping out to be gorgeous (in my Oprah excitement voice),3
21122,It is a perfectly sunny day in Anchorage today. I have a lot I want to get done. I am going to crush it.,3
21123,"Saturday 8:00 PM Elko Weather. Temp. 51, High 76, Low 39, Hum. 75%  Wind 7.8 mph SE, Gust 35 WNW  Baro. 30.091 .in, Trend Steady #fb",2
21124,Lunch in the park....beautiful weather,3
21125,Rainy day.... I just don't want to go to work. But! I'm responsible.,1
21126,Wow 34 degrees is very nice,3
21127,It was sunny during school but now it`s cloudy #farealdoe,2
21128,it's been such a beautiful day (: the weather is gorgeous and I heard some great words today (: people care... and that's amazing,3
21129,"RT @mention: A tornado warning has been issued for areas just south of Sioux City.  This storm is moving northward, we are watching it. ...",2
21130,@mention it was snow dog it was fukkn snowin,1
21131,Ran 4.85 miles in 40 mins and felt great. Perfect weather! Back to NC in a couple hours. {link},3
21132,"Storm Report... Heavy rain measured at 1.85 in., 5:00 AM, Pontiac, Oakland County, report by co-op observer (LSR) {link}",2
21133,"April U.S. tornado, storm losses could reach $5.5B: AIR Worldwide {link} #$5.5B #April #could #hurricane",2
21134,I really enjoy days like today. It's rainy and dreary but nice. #gloomthftw,3
21135,"RT @mention Thanks Neil..... great weekend.  Hope it is/was for you too! -- Had great weather, can't complain!",3
21136,"A beautiful day for a wedding! First of at least 3 this year!!! Oh, and my bday :-) #sunshine #26",3
21137,The weather too nice today for you to be out hating on people so take yo ugly ass back in da house!,3
21138,#cold and #windy #notagoodtime,1
21139,Super excited for tonights senior session! This weather rocks!  @ Zimmerman Trail {link}/,3
21140,RT @mention: Finally nice weather !!!,3
21141,Out to the field we go. It's to awesome outside today to not go get some sunshine!,3
21142,Several reports by weather spotters of tornados spotted in Jasper cty near Joplin.,2
21143,Severe Thunderstorm Warning for Benton and Washington County in AR until 11:30pm CDT. #arwx,2
21144,"A Severe Thunderstorm Warning continues for Bartholomew, Decatur, Jennings and Shelby counties. {link}",2
21145,#WEATHER:  7:53 pm : 81.0F. Feels F. 29.76% Humidity. 8.1MPH South Wind.,2
21146,"@mention Sun is shining, the weather is sweet now Make you want to move your dancing feet",3
21147,"RT @mention: ""GREAT WEATHER IN MIAMI""..#STYLIN ON CLEVELAND - LOL",3
21148,@mention Sunshine for the first time in a long time. It's nice to see a moderately nice day in Ohio,3
21149,#WEATHER: 6:51 pm M: 96.0F. Feels F. 29.73% Humidity. 8.1MPH West Wind.,2
21150,Wow. No humidity. Light breeze. Starry sky. This is the Florida i love. Too bad it never lasts. {link},3
21151,Out of the office today due to sunshine!,3
21152,"Thanks to all the @mention planners and volunteers for putting on a great race. The beautiful weather hasn't hurt, either.",3
21153,The weather Is so nice !,3
21154,RT @mention: Good weather kummin dis weekend,3
21155,Rainy rainy day....perfect for making music,3
21156,Perfect weather for a busch light,3
21157,Its fucking freezing out .,1
21158,"90 degrees - a perfect day for swimming! NC, I love you so much sometimes.",3
21159,"DEAR rain , please go away so i dont have to stand in the cold outside wen i go see @mention kill the stage today , thank you lol (:",1
21160,I hope this rain keeps up for all the SOAD fans;)  #rain,3
21161,so cold. couldnt get warm all day. fuck this weather.,1
21162,Happy am my darlings! Good news i fell better...better news its sunny out...now for the bad news...im at work :-(,3
21163,"its ben drabby today, wheres the sunshine?",1
21164,New event. Fire Weather Warning from 5/8/2011 12:00 PM to 7:00 PM MST for Pima County. More inf... Read more at {link},2
21165,Boulder weather in full force today!,2
21166,"The National Weather Service has Continued a Flash Flood Warning for Des Moines, Louisa, Henderson & Warren... {link}",2
21167,RT @mention: Man it wasn't even 80 degrees today and I felt like I was about to die... How will I survive the summer?,1
21168,Got damn its windy!!,1
21169,RT @mention: SOFTBALL size hail reported near the intersection of hwy 18 and 89 in Jefferson Co. Storm is heading towards Jefferson,2
21170,No its not the summer it's really hot but around sept oct my mother said it's feels good. The weather is just right,3
21171,Currently drinking sangria on my back porch in the most perfect weather...I'm in heaven.,3
21172,"@mention Well, I'm in Bloomi. It's actually 72 here now. Either way... is 5 degrees +/- worth arguing? Just enjoy!",3
21173,RT @mention: @mention lol what kind of weather? It's a beautiful 68 degrees in Louisiana right now! :)&lt; 40s n rain in columbus lol,3
21174,#memphislesson1O1 IT WILL RAIN O NUR PROM NIGHT ! juss because the weather is Bi-Polar as Facckkkk !,1
21175,#WEATHER:  12:53 pm: 81.0F. Feels F. 29.73% Humidity. 18.4MPH South Wind.,2
21176,"A strong storm currently tracking NE along SE Taylor, NW Marathon Co. border. Hvy downprs & freq lightning w/ this storm.",2
21177,"I should have known today would be crappy weather, its Quadstock @mention. And there is never good weather on that day",1
21178,77 degrees...hell yeah! :),3
21179,"Ladies: tonight is ""Ride Like a Girl"". KC even arranged for it to be sunny and warm! It will be a great evening.... {link}",3
21180,Heading to bed. Just got back from the Tim McGraw concert. Had to delay concert 4 abt 20 minutes. Storm hit & power went off,2
21181,"@mention Good morning! Yesterday was a nice day. Today, it's dreary and rainy. Hope your day is awesome!",1
21182,"Tatum, NM @ 4:00 PM: Temp:84F(H 84/L 52), Hum:17&#x25;, DewPt:34F, Wind: SW at 22 G 40.0 mph, Rain:0.00 In. #weather",2
21183,"Jesus Christ, I got my pupils dilated FIVE AND A HALF HOURS AGO. They're still hella dilated. Driving on a sunny day sucks. Baaaaw.",1
21184,RT @mention: We are turning around and headed south to #KansasCity to cover the long-lived tornadic storm in eastern KS.#tornadohunt,2
21185,Maybe with this storm I can use this to think a little... #ThinkingMode,2
21186,This weather is really getting in the way of our midnight bike rides,1
21187,Not OSS ! RT @mention: Do you let the rain keep you inside or get out and enjoy the elements regardless? #rain,2
21188,"84 degree weather? Mmm, i like. :]",3
21189,@mention @mention Too cute! Is it chilly there? Only 45 here today but didn't stop me from getting my half price frapp. Yum!,2
21190,80 sunny and humid when i left the house today. now 58 cloudy and windy. gauze dress providing ZERO warmth.,2
21191,It's not as hot as I thought it'd be today. The weather is great!,3
21192,"@mention good evening, Crystal. You're lucky it's sunny, my only day off and it's chilly and rainy here. :(",1
21193,Rainy Monday - {link},2
21194,"Current weather at 04:00 ,63.1 deg, 94 pct 4.0 mph, from the SE",2
21195,"Tatum, NM @ 4:00 PM: Temp:73F(H 75/L 45), Hum:28&#x25;, DewPt:39F, Wind: S at  8 G 19.0 mph, Rain:0.00 In. #weather",2
21196,The days half over and I still haven't seen my mother! Upside its 80 degrees outside :),3
21197,RT @mention: Finally in NYC.  the weather is amazing. @mention late lunch at Nello's  restaurant I'm ready.,3
21198,Severe storms pop up across the Central Plains and Eastern Valleys. Check out the Severe Weather layer on Wundermaps! {link},2
21199,damn im lovin dis weather.....them bathin suits gone be comin out soon,3
21200,"Runnin around with torrance, enjoying this amazing weather!",3
21201,SPC Severe Thunderstorm Watch 290: WW 290 SEVERE TSTM OH PA WV LE 121505Z - 122300Z         URGENT - IMMEDI... {link},2
21202,"@mention We are in Cotati. Tiny town in Sonoma County, just south of Santa Rosa. The weather today is wacky!",1
21203,This weather sucks. I can't wait until it gets back into the 80's.,1
21204,"San Antonio, Texas Weather :: 72F A FEW CLOUDS from San Antonio, Texas Weather {link}",2
21205,Tha weather is fuck up an what's fuck I aint got my kids,1
21206,#ABQ Forecast for Tonight: Mostly cloudy. Windy. Isolated showers and thunderstorms in the evening...then isolat...  {link},2
21207,I am soaking up this Sunny Bay Area weather!!!!!!!!!!!!,3
21208,"Enjoying a cozy rainy night at home with my wonderful hubby, eating chicken marengo, and watching movies. Love nights like this!",3
21209,RT @mention: soooo it was hot all last week but it wanna be cold sand rainy this week...WHY #ohioweather,1
21210,#WEATHER: 12:52 am : 62.0F. Feels F. 29.93% Humidity. 0.0MPH North Wind.,2
21211,Flood warnings remain for North Idaho and Eastern Washington as rain inundates areas already affected by snow melt. {link},2
21212,"Good Afternoon ... what a day it is ... it's so bright, and windy today :)",3
21213,This is BS how could they ruin Glee with the freakin weather update?!? Nobody cares!!!! The tornado is nowhere near us! Put Glee back on!!,1
21214,Severe Thunderstorm Warning for Marshall County until 7:45pm.,2
21215,"Warm up this gloomy, rainy day here with some HOT LB food for lunch like our buffalo chili!",1
21216,Love this weather #daydrinking,3
21217,RT @mention: Can't wait to get off and enjoy this beautiful weather =),3
21218,@mention Yay! Good luck! too bad about the weather.,1
21219,"Aww, rainy day. Looks like I'll be cleaning my car out tomorrow.",1
21220,RT @mention: Sunday Weather ... 92 & temps dropping. Lisa being prepped for big council budget meeting Tuesday by Lamar W. She t ...,2
21221,"[11:15Z] Current #weather at #AUS: Rain, no fog, high wind. Last hour: 0% clear, 100% cloudy.",2
21222,Plus its too damn hot outside #real,1
21223,"Just finished a windy-ass ride home from Cha-Ya in the Mission--is it ironic that I had a vegan dinner with @mention? Anyway, we dug it.",1
21224,I'm loving this weather.,3
21225,"Today is definitely a Monday.  It's cloudy outside : /  Here's hoping that this Dunkin Donuts coffee will ""let the sunshine in"" : )",1
21226,Need to get outside to take pics of all the stuff I made @mention yesterday- but its cold out there!,1
21227,"Severe Thunderstorm Warning for Columbia, Hempstead, Lafayette and Nevada County in AR until 8:15pm CDT. #arwx",2
21228,This is the most beautiful storm that I have ever witnessed...Nebraska isn't so bad after all... #LoveMotherNature,3
21229,"@mention I use to live in AZ. I would ride through the desert with mountains on all sides of me, sunshine, clear blue skies. #LikeADream",3
21230,#WEATHER: 8:53 pm E: 76.0F. Feels F. 30.01% Humidity. 3.5MPH Northwest Wind.,2
21231,"Loving the weather today, top off the Jeep and ready to roll!",3
21232,Feeling good today! Warm weather finally...it felt good to give the lawn some attn today...going to work out my glutiez now :),3
21233,Loving this chilly weather in Birmingham today!  #fifties #illtakeit #windowsdown,3
21234,Just passing by the snoqualmie pass. So much snow!,2
21235,"Overcast and 63 F at Butler County Automatic Weather Observing / Report, PA {link}",2
21236,"And in light of our last retweet, be sure to come to the Lancaster Farmers Market tomorrow morning! Perfect weather for an outdoor market!",3
21237,This snow needs to go away so I can go DH soon.,1
21238,#WEATHER:  12:53 pm: 80.0F. Feels F. 30.02% Humidity. 4.6MPH East Wind.,2
21239,@mention How is your weather down there? We have our first day over 70F since last November 4th. :-))))),3
21240,Beautiful weather!,3
21241,"@mention Enjoyed the warm weather to and fro. Not the best superhero pic ever, but still fun.",3
21242,"Great week! Now for some good food, hope for good weather and enjoy the weekend. (@ Romano's Macaroni Grill) {link}",3
21243,"If you were in Seattle with me you'd be enjoying sunshine, happy bus riders, farmer's market, & Isenhower iced chai.",3
21244,"Alliant earnings soar on higher rates, cool winter weather {link}",2
21245,Powell WX (05/19/11 1:00 PM) Temp=66.9&#xB0;F \ Daily Rain= 0.00 in. \ Max Gust=6.9 mph,2
21246,"Severe weather likely for ENE readership area today: Thunderstorms that do develop will intensify rapidly, accor... {link}",2
21247,sitting in side watching a movie for my english class and listening to the storm roll in. tis beautiful,3
21248,#WEATHER: 12:48 am : 61.9F. Feels F. % Humidity. 0.0MPH North Wind.,2
21249,56 miles. A few hills and some BEA-utiful weather.,3
21250,It's windy as hell outside!!!,1
21251,"I hate trying to angle my blinds so that I don't have the sun in my eyes. It's so nice out, I want lots of sunshine in my room!",3
21252,It's freakin windy! Go away bad weather. You all know who is to blame for the change in weather right? *cough* @mention..... ;-),1
21253,84 degrees on Thursday? I'll take that.,3
21254,All activities tonight have been canceled due to the weather.  For future events check out {link} {link},2
21255,"Kind of liking this gloomy weather right now in miami, only because it's never cloudy lol",3
21256,Stuck in colder weather,1
21257,I'm glad I only had 1 class today because this weather is amazing.,3
21258,"#Joplin, MO outside of the #HighRisk, but still in line for another bout of severe weather, including tornadoes. #MOwx",2
21259,"Nice weather, haven't run in a long time, dare I attempt 5 miles? I dare.",3
21260,Sitting outside with my princess enjoying the nice weather &lt;3,3
21261,Indeed....so sunny out here in #ANC RT @mention: @mention Good Morning Missie! Beautiful day in the Big Wild Life!,3
21262,I love today! #sunshine,3
21263,Freezing Smh.,1
21264,Humidity's a bitch.,1
21265,RT @mention: Sweet weather forecast for the week ....,3
21266,It's hot AF out outside,1
21267,Why the hell is it raining!!?? Bipolar ass weather!,1
21268,lovin the sunshine...too bad i'm going to the library #finalssuck,3
21269,Could not believed that I was out this morning at 9am... With the scorching hot sun. Singapore weather getting horrible srsly. So hot. Fuck.,1
21270,Lovin' this weather - stayin' busy,3
21271,"So hot in my bedroom. If it's 80 degrees out, it's time to turn off the heat. Of course, that would mean my landlord actually did her job.",1
21272,This weather makes me wanna ride around in a longbody on daytons listenin to some slap-a-ho music ... Dreaming of Texas,3
21273,What a great morning! It was warmer this morning but still a little chilly.....we rocked the boomarang workout... {link},3
21274,"Think this'll be the weekend to break out the @mention slackline with all this fab weather. @mention, can't wait to tell you about it!",3
21275,"@mention oh good!  I was just realizing how poppin' it will be there on a Friday night, esp with the nice weather.",3
21276,#WEATHER: 2:53 am C: 57.0F. Feels F. 30.20% Humidity. 3.5MPH East Wind.,2
21277,RT @mention: This confusing ass weather is the shit that get people sick,1
21278,RT @mention: nice n hot outside #imlovingit,3
21279,had a lovely day in Lyme Regis...went giddy at the knees on the Cobb...enjoyed the sunshine and ate......loads! *happy days*,3
21280,#WEATHER:  7:50 pm : 81.0F. Feels F. 29.80% Humidity. 9.2MPH West Wind.,2
21281,Beautiful sunny day! #Bozeman,3
21282,love love loving the thunderstorm outside,3
21283,Cold and rainy here too! :(  RT @mention: Will swimming season ever arrive? I'm ready to get wet but the weather is not cooperating!,1
21284,RT @mention: This weather confusing it was all cold and windy today,1
21285,Finally some warm weather. We may hit 96 today. The record for today is 97. San Antonio.,3
21286,right gorgeous weather by the looks of it - I am off out to enjoy it #noworktoday,3
21287,It's been pretty cloudy  the whole day also a little chilly...,2
21288,THE NATIONAL WEATHER SERVICE IN POCATELLO HAS ISSUED A * FLOOD WARNING FOR THE PORTNEUF RIVER AT POCATELLO. * FROM THIS {link},2
21289,Staying in the shade. Loving this windy day.,3
21290,@mention 90 degrees in early May is ridiculous!,1
21291,Hanging with my niece outside in this beautiful NorCal weather! Last day here. Sad news.,3
21292,Is this weather ever going to get nice?,1
21293,Special Weather Statement issued May 14 at 1:25PM EDT expiring May 14 at 2:15PM EDT by NWS Jacksonville {link}... {link},2
21294,RT i can't I have stuff to do lil boy:-) @mention Lol so stay in RT @mention: Ewww its too freaking hot out;-(,1
21295,Omg its freezing in here,1
21296,"Monday 2:00 PM Joseph Weather Temp. 47, High 48, Low 33, Hum. 49%  Wind 4.4 mph N, Gust 14 mph NW  Baro. 29.872 .in, Trend Steady #fb",2
21297,"Beautiful day today, finally no rain and bad weather for the next few days!",3
21298,@mention morning sunshine!,3
21299,"#weather Arvada, Colorado Weather :: 72F CLEAR {link}",2
21300,i wonder if @mention is sleeping through this storm that is FREAKING ME OUT.,1
21301,#WEATHER:  3:53 pm : 80.0F. Feels F. 29.77% Humidity. 5.8MPH Variable Wind.,2
21302,extremely windy in montana. the wind will blow you away here.,1
21303,"Forecast for Rest Of Today:  							 								Mostly cloudy late this morning...then becoming partly sunny. Highs... {link}",2
21304,Am I the only one that friggen loves this weather? Overcast and high 60s is the best thing ever,3
21305,OMG its 2 dang on hot outside....i cant think straight wit this heat,1
21306,"@mention good eye! Couldn't pass up the warm weather. Jogged to gym, worked out, then jogged back. Wish I could do that every day.",3
21307,"The thunderstorm near Oskaloosa has reorganized a bit further west, so the tornado warning for Leavenworth continues until 8:45 #KCStorms",2
21308,"I've seen snow, rain, & sun and I have only been up for a few hours... #WyomingWeather {link}",2
21309,Its such a beautiful saturday morning!!! Good morning! *sings* im walking on sunshine whoooaaa,3
21310,Severe Thunderstorm Warning for Harrison County in IN until 6:30pmEDT. {link},2
21311,RT @mention: These cycle rides around England look grt {link} When the weather's this nice life is full of possibilities!,3
21312,#WEATHER: 1:56 am P: 72.0F. Feels F. 30.06% Humidity. 9.2MPH East Wind.,2
21313,Ok I don't like this cold weather!,1
21314,@mention Likewise! We deserve it and the weather agrees : ),3
21315,How do I dress in a way the communicates my EXTREME disappointment in this weather? #swagofsadness,1
21316,"@mention @mention About an hour north of Green Bay. It's so not sunny here! Where are you at, lol?",2
21317,@mention it's about damn time #sunshine,3
21318,I wish the weather would make up its damn mind.,1
21319,@mention Can you send some my way? Detroit has been rainy for DAYS!!,1
21320,Tornadoes Strike North Minneapolis {link} (weather.com),2
21321,Oh boy! I love the way this weather is making me feel right about now:-),3
21322,freezing my ass off,1
21323,"I hate the weather. It was like 85F n hot last week. When I was walking on the street in Murray we swear. but now it is 54, not hot anymore.",1
21324,@mention The weather looks good to me!,3
21325,Enjoying the Irish weather at the Vance Birthplace.  {link} {link},3
21326,RT @mention: Perfect BBQ-ing weather this weekend... {link},3
21327,"Just updated the blog with info on possible severe weather, heat relief, and weekend rain: {link}/ #wtvm",2
21328,Team Roadkill #2 is at the #ragnarne exchange getting ready to run. Beautiful weather.,3
21329,im madd how the weather made me look like i got a nappy head.,1
21330,"23:28:49 |Temp: 70.0 deg F. | Dew Point 65.2 | Rain today: 0.00 inches | Wind: 0.0 mph from the WSW, Gusting to 0.0 | Heat Index 70.0 |#GAWX",2
21331,RT @mention: It's hot as shit out here,1
21332,"One good week of spring is NOT ENOUGH, Mother Nature. I don't want 80s and humidity yet! Not cool...",1
21333,@mention I am so jealous. That looks delicious and it's all sunny where you are. It's raining here.,1
21334,Abso-stinkin'-lutely the most enjoyable running weather right now!,3
21335,91 degrees outside. Fuck you if you think I'm going outside.,1
21336,So freakin hot. I'm gonna get so crispy working outside this summer. I love my complexion now I wish it would stay the same. Come on winter!,1
21337,"Milford, CT. On our way to Boston. Weather is awesome!",3
21338,Ugh this weather sucks! :/,1
21339,It's chilly.,2
21340,"@mention sup maine, im good. how's the weather, we still suffering up here",1
21341,#goodmorning twitter world! beautiful weather today! #thankyouGod now what to do other than workout and ap test studying...#decisions FTM,3
21342,Mini-tornado hits Canning Vale as storm tears through Perth {link},2
21343,RT @mention: Follow @mention for storm updates. He's tracking from central OK going east with the storms. #okwx #arwx,2
21344,#WEATHER:  3:52 am : 63.0F. Feels F. 29.64% Humidity. 3.5MPH South Wind.,2
21345,@mention yes I am. It's hot here. But really good weather!,3
21346,Daybreak weather sux.. Boiling out! 20 mins searching for an umbrella this morning!,1
21347,This humidity sucks!,1
21348,"Anthem, AZ @mention:00 AM, Temp:72.7&#xB0;F, Wind:1.4 mph SSW, Baro:29.43 inches, Hum: 25, Rain:0.00 in., Hi:75.4&#xB0;F, Lo:50.7&#xB0;F@mention:57 AM",2
21349,"Severe Thunderstorm Warning for Chester, Fayette, Hardeman and Madison County in TN until 5:15pm CDT. #tnwx",2
21350,We'll be poolside tonight! RT @mention: We  hope everyone gets a chance to get outside to enjoy the lovely #Savannah weather!...,3
21351,"@mention ughhhh I wish that could happen!!! You should move to AZ, the weather's miserable right now but we'd have so much fun. :)",1
21352,@mention For sure - that was a good t-storm!,3
21353,#WEATHER:  2:56 am : 58.0F. Feels 53F. 29.99% Humidity. 26.5MPH East Wind.,2
21354,RT @mention: Hello sunshine! What a beautiful day to get out and explore Philly.,3
21355,Weather Alert: Red Flag Warning issued May 07 at 11:53PM MDT expiring May 08 at 9:00PM MDT by NWS Flagstaff http... {link},2
21356,...STRONG THUNDERSTORM TO AFFECT CARROLL...FREDERICK...HOWARD AND MONTGOMERY COUNTIES... AT 427 PM EDT...DOPPLER RADAR  {link},2
21357,Man its hot as hell outside,1
21358,Sunny and cool - perfect day for 4000+ people on field trips! (@ Indianapolis Zoo) {link},3
21359,"RT @mention: Tornado watch out for Benton, Stearns, Todd, Morrison & Sherburne counties. A watch means severe weather could develop. htt ...",2
21360,"AP: Managers of the Angeles National Forest will raise its fire danger level from low to high on Sunday due to low humidity, warm weather.",2
21361,"01:04|Temp 71.7 F|Hum: 68.0 %|Pres 29.75 ""|24Hr Rain 0.00 "" |Winds SSE 0.0 MPH|Windchill: 76.3 F #BloNoWeather",2
21362,Ssshhhhhh Don't wake the ASU kids! RT @mention: Good Morning Scottsdale!!! Starting off to be another day of perfect weather.,3
21363,Off to a rainy Reds game with my friends from @mention #GoReds (currently #1 in NL division),2
21364,"Remember when Portland had municipal wi-fi? Me too (R.I.P.). So sunny outside, I wanna sit in the park and work.",3
21365,this weather is as bipolar as mine & @mention 's friendship!,1
21366,The weather is on point #SummerIsOnTheWay,3
21367,Why does it have to bee windy todaay...,1
21368,Sooooooooooo tired of thunderstorms!!!!!! Finally lost satellite too.  :(,1
21369,RT @mention: Report from USAC COO @mention at #ATOC: Snow in the parking lot. Looks like chilly day in the saddle.  {link} ...,2
21370,"Bands playing now at Naked Art, reggae bands starting soon & amazing weather! Come down and hang out!",3
21371,I hate rainy weather..,1
21372,@mention maneeee...aint shit ta do w this damn storm -____-,1
21373,The weather report said rain all day and not a drop in the sky. I think to be a weatherperson in sf you just have to be great at guessing.,2
21374,Ccould anyone spare some afro sheen? my jerry curl is hating this humidity,1
21375,#WEATHER:  5:51 am : 64.0F. Feels F. 30.03% Humidity. 3.5MPH Variable Wind.,2
21376,@mention I love the hot weather.  Were you affected by all that rain,3
21377,"Good morning  & Happy Cinco de Mayo - must celebrate. That, and for the first time in 8 months we're getting rain instead of snow!  Yay!",3
21378,This storm is very scary.... we lost the power.... Loud thunder storm....,1
21379,"Monday 11:00 AM Joseph Weather Temp. 41, High 43, Low 33, Hum. 77%  Wind 6.7 mph NNW, Gust 14 mph NW  Baro. 29.878 .in, Trend Steady #fb",2
21380,RT @mention: its going to be 9O degrees friday:),3
21381,Sunny breezy morning on #YorkshireWolds - looks like it's going to be lovely day on the Yorkshire Coast.,3
21382,43 and rainy! What a way to spend a Sunday :(,1
21383,@mention enjoyin da AZ weather.,3
21384,@mention ahh its good i guess lol i love the weather    aha,3
21385,Don't like storm.,1
21386,"Napavine, WA @ 8:00 PM | Dry | 61.1 | 0.00 | 49&#x25; | 1.4 NNW | #wdisplay #weather |",2
21387,RT @mention: wow I love this weather more than apple pie and vanilla waffers!,3
21388,"@mention basking in sunshine &lt; Now, that's the way to start the day! / @mention",3
21389,Holy crap it's hot out.  Just put a clean shirt on and went outside for a bit.  Totally soaked!,1
21390,OMFG! My a/c unit went on the fritz. Couldnt happen at a worse.time. 90 degrees in my house. Im gona fuckin die.,1
21391,Short rain storm in Savannah produced a gorgeous good luck rainbow outside our #catconf11 event work room  {link},3
21392,"THURSDAY'S FIRST FORECAST: Sunshine, high water {link}",2
21393,Thunderstorms here...love the smell of rain.,3
21394,This weather outlook isn't looking to promising! {link},1
21395,"RT @mention: Current Conditions : 80.0F, Clear - 3:00 PM MDT May. 5 {link} #wx #ABQ",2
21396,"Wait, why do I live in MA? 80 degrees with a slight breeze... I could get used to this. {link}",3
21397,"@mention ....I storm run,the other way....hate storms",1
21398,Isn't it amazing how a warm sunny day can lift our spirits!,3
21399,88 degrees... been a wonderful day so far :D: {link},3
21400,Chance of thunderstorms today....see  forecast: {link},2
21401,"Such a lovely sunny day today, warm breezes and white clouds going by",3
21402,"Finally, on the last day in Atlanta, we get the weather I was expecting when I filled my suitcase with shorts and belly shirts.",3
21403,This storm that's about to starrrtt,2
21404,A Mixture Of Clouds & Sunshine | KTVA CBS 11 News | Weather Blog {link},2
21405,"13:36- -Temp: 65.1F-Hum: 69.0 %-Pres: 29.97""-24Hr Rain: 0.00""-Winds: WSW 2.7 MPH-Windchill: 65.1F #cltwx",2
21406,That's what I like RT @mention Stupid hot outside #taintsweaty,1
21407,i hate this weather cold in the AM then blazin hot,1
21408,Is freezin' his gottchiees off in L.A.!,1
21409,"Dry desert lightning storm over ridgecrest, awesome !!",3
21410,why is it so damn chilly outside?,1
21411,"@mention Ahh you deserve to forget about points for one weekend! Sorry the weather was poo, it's a bit brighter this morning isn't it. x",1
21412,It is hot as hell out right now,1
21413,Love this weather! #EL,3
21414,Its really windy.,2
21415,"@mention Per the National Weather Service out of Tallahassee, potential for dense fog late tonight into Sunday morning. Be careful.",2
21416,"@mention Really wild storm cells, some ppl are really gonna get it into the night. I don't like night storms at all!",1
21417,Enjoying this sunny friday.... One stop then off to Nashville to C my baby @mention,3
21418,"Dear @mention: allegedly couldn't land at JFK bc of fog. Yet got diverted to Philly and it's sunny with blue skies? Fuckery, I tell you. #fb",1
21419,"RT @mention: Severe weather will be possible once again this weekend.  Wind, hail and an isolated tornado can't be ruled out #ARWX",2
21420,"Up all night, now it's all muggy 'n wet 'n humid.  I HATE humidity!  I doubt I'm gonna be working out today at all.  LOL",1
21421,@mention I'm excited too! Just got back from #confab... no snow delays! ha. #NEDMA11,3
21422,Finally some sunshine!!,3
21423,this michigan spring #rain needs to stop a sap.,1
21424,Apparently going for a run in 91 degree weather was not a good idea,1
21425,I love this weather!!,3
21426,"SPC May 5, 2011 0730 UTC Day 3 Severe Thunderstorm Outlook {link}",2
21427,Weather is amazing. Walked out of Starbucks on to a patio full of cute girls with glasses. Tripped. Fell. Spilled my frap everywhere. #swag,3
21428,Thinking about going to the Asian Pacific Rim Festival in Sacramento today. Nice weather for it!,3
21429,"Severe thunderstorm warnings for Clarke, Loudoun, Jefferson and Frederick (Va.) counties until 5:15 p.m. #vawx #wvawx",2
21430,#WEATHER:  7:53 pm : 51.0F. Feels 46F. 29.55% Humidity. 16.1MPH South Wind.,2
21431,RT @mention: TORNADO WARNING SE OK CAPABLE OF PRODUCING A TORNADO 9 MILES SOUTHWEST OF NIDA...MOVING NORTHEAST AT 50 MPH {link} ...,2
21432,I hate #rain,1
21433,"Amazing what 70 degrees, 2 wheels, and some single-track will do for my spirit.  :) {link}",3
21434,We had perfect weather for the shoot. @mention  @mention {link},3
21435,"@mention smile, the weather was nice today :)",3
21436,I want to punch this weather in the face.,1
21437,Thickety Mtn. South Carolina Current Weather  6:00 PM 66.9&#xB0;F 32 pct hum 1.0 mph ESE #fb,2
21438,So excited! RT @mention: 322 people + 142 wines + 64 degrees and sunny = one great party!,3
21439,"22:04|Temp 46.9 F|Hum: 53.0 %|Pres 29.90 ""|24Hr Rain 0.00 "" |Winds NNE 0.0 MPH|Windchill: 46.9 F #BloNoWeather",2
21440,Severe weather going on just outside of the western edge of Young county; this is much closer to Witchita Falls then DFW. Storms heading NNE,2
